spectrum_id,compound_name,CAS_number,adhesive_class,spectral_type,wavenumber_range,measurement_conditions,instrument,baseline_correction_method,source_database,source_doi,Q_SNR,Q_res,Q_base,Q_peak,Q_total,qc_disposition,data_quality_notes
SPEC-00336,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,ALS,SDBS,10.3999/9606803f,0.753,0.788,0.883,0.89,0.815,ACCEPT,
SPEC-00689,Methyltrimethoxysilane,1185-55-3,Silicone,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Polynomial (3rd order),NIST WebBook,10.3525/8e971793,0.707,0.912,0.678,0.901,0.791,ACCEPT,
SPEC-00223,Natural rubber,9006-04-6,Rubber-based,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,Rubberband,PubChem,10.5903/0763cf3c,0.855,0.901,0.871,0.759,0.851,ACCEPT,
SPEC-00867,Isophorone diisocyanate,4098-71-9,Polyurethane,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Polynomial (3rd order),Open SPECY,10.8472/eb8b90a7,0.676,0.702,0.722,0.961,0.749,FLAG,
SPEC-00374,Polyethylene wax,9002-88-4,Hot-melt,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Polynomial (3rd order),SDBS,10.1881/62502261,0.786,0.983,0.989,0.725,0.864,ACCEPT,
SPEC-00955,Polycaprolactone diol,36890-68-3,Polyurethane,Raman,200-3500 cm-1,"25C, N2 purge",Renishaw inVia,SNIP,SpectraBase,10.7884/df0cca63,0.807,0.988,0.594,0.687,0.786,ACCEPT,
SPEC-00780,2-Methoxyethyl cyanoacrylate,27816-23-5,Cyanoacrylate,FTIR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,Rubberband,Open SPECY,10.1599/de8ce798,0.893,0.886,0.773,0.707,0.83,ACCEPT,
SPEC-00525,Novolac epoxy,28064-14-4,Epoxy,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,ALS,NIST WebBook,10.9558/45d8c556,0.887,0.653,0.876,0.784,0.806,ACCEPT,
SPEC-00531,Cycloaliphatic epoxy,2386-87-0,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,SNIP,Open SPECY,10.3159/0393f8e7,0.915,0.924,0.585,0.969,0.862,ACCEPT,
SPEC-00747,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,SNIP,Open SPECY,10.5477/d0a276c3,0.751,0.989,0.55,0.973,0.815,ACCEPT,
SPEC-00758,Aminopropyltriethoxysilane,919-30-2,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,Polynomial (3rd order),KnowItAll,10.8086/b74ee104,0.651,0.771,0.853,0.86,0.763,ACCEPT,
SPEC-00031,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Rubberband,PubChem,10.6862/f96f0de7,0.665,0.746,0.97,0.989,0.811,ACCEPT,
SPEC-00621,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,NIST WebBook,10.1287/d816403d,0.89,0.99,0.918,0.749,0.892,ACCEPT,
SPEC-00820,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,SNIP,NIST WebBook,10.8101/5a89590d,0.789,0.667,0.749,0.802,0.753,ACCEPT,
SPEC-00125,Methyl methacrylate,80-62-6,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,ALS,Open SPECY,10.9214/e46a4a0d,0.807,0.924,0.843,0.729,0.828,ACCEPT,
SPEC-00261,Polybutadiene,9003-17-2,Rubber-based,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Rubberband,PubChem,10.2559/0bcda871,0.869,0.89,0.89,0.772,0.859,ACCEPT,
SPEC-00535,Novolac epoxy,28064-14-4,Epoxy,IR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,Rubberband,Open SPECY,10.4908/11e72ad2,0.877,0.917,0.79,0.76,0.846,ACCEPT,
SPEC-00790,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,IR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,Rubberband,NIST WebBook,10.7404/0f685360,0.973,0.661,0.979,0.732,0.848,ACCEPT,
SPEC-00006,Ethyl acrylate,140-88-5,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,Rubberband,SpectraBase,10.7065/8ae28bbb,0.953,0.752,0.754,0.934,0.859,ACCEPT,
SPEC-00560,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,ALS,SDBS,10.4552/84c957e0,0.749,0.677,0.561,0.637,0.671,FLAG,
SPEC-00829,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,ALS,NIST WebBook,10.7743/a7a805b6,0.825,0.813,0.949,0.834,0.849,ACCEPT,
SPEC-00629,Aminopropyltriethoxysilane,919-30-2,Silicone,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,ALS,Open SPECY,10.1696/41cb8bc6,0.892,0.914,0.585,0.91,0.84,ACCEPT,
SPEC-00496,Triglycidyl isocyanurate,2451-62-9,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,Rubberband,SpectraBase,10.4079/ad641242,0.911,0.929,0.837,0.895,0.897,ACCEPT,
SPEC-00356,Polybutadiene,9003-17-2,Rubber-based,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,ALS,SpectraBase,10.2852/ef2e22b1,0.891,0.791,0.74,0.954,0.848,ACCEPT,
SPEC-00352,Chloroprene rubber,9010-98-4,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,Rubberband,NIST WebBook,10.2659/514db18f,0.884,0.66,0.591,0.805,0.754,ACCEPT,
SPEC-00121,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,SNIP,PubChem,10.3902/2ca0be62,0.74,0.669,0.619,0.904,0.731,FLAG,
SPEC-00033,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,IR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,ALS,NIST WebBook,10.2771/a5b4020b,0.931,0.946,0.915,0.707,0.887,ACCEPT,
SPEC-00622,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,SNIP,PubChem,10.5467/a1da19ff,0.701,0.784,0.862,0.743,0.762,ACCEPT,
SPEC-00766,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,Rubberband,NIST WebBook,10.2106/32eac542,0.831,0.835,0.599,0.605,0.74,FLAG,
SPEC-00581,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,SNIP,SDBS,10.6929/7517b62d,0.845,0.677,0.994,0.991,0.862,ACCEPT,
SPEC-00753,Octamethylcyclotetrasiloxane,556-67-2,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,Polynomial (3rd order),PubChem,10.4629/d512295b,0.994,0.65,0.717,0.677,0.789,ACCEPT,
SPEC-00183,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",Renishaw inVia,ALS,SDBS,10.4920/87f2c40c,0.977,0.878,0.612,0.846,0.853,ACCEPT,
SPEC-00011,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,Polynomial (3rd order),NIST WebBook,10.2876/05329185,0.835,0.988,0.937,0.605,0.848,ACCEPT,
SPEC-00306,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,SNIP,PubChem,10.1788/01d711d8,0.737,0.627,0.665,0.643,0.676,FLAG,
SPEC-00735,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,Polynomial (3rd order),SDBS,10.1750/e8d44d5a,0.883,0.764,0.655,0.758,0.783,ACCEPT,
SPEC-00165,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,SNIP,PubChem,10.3589/f8d77dbc,0.932,0.874,0.684,0.629,0.807,ACCEPT,
SPEC-00462,Hydrogenated rosin,65997-06-0,Hot-melt,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,Rubberband,SDBS,10.3627/0ff73293,0.715,0.739,0.88,0.71,0.753,ACCEPT,
SPEC-00883,Isophorone diisocyanate,4098-71-9,Polyurethane,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Rubberband,PubChem,10.8985/4515fa3d,0.822,0.634,0.781,0.661,0.735,FLAG,
SPEC-00322,Polybutadiene,9003-17-2,Rubber-based,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Polynomial (3rd order),KnowItAll,10.7102/576fed6f,0.961,0.733,0.657,0.898,0.831,ACCEPT,
SPEC-00385,Polyester hot-melt,25038-59-9,Hot-melt,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Polynomial (3rd order),SDBS,10.2154/8936c26a,0.766,0.635,0.574,0.918,0.725,FLAG,
SPEC-00430,Polyethylene wax,9002-88-4,Hot-melt,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,ALS,PubChem,10.4452/891e9fc7,0.992,0.879,0.757,0.876,0.894,ACCEPT,
SPEC-00704,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,ALS,Open SPECY,10.4799/a46be843,0.857,0.845,0.855,0.927,0.868,ACCEPT,
SPEC-00216,Methyl methacrylate,80-62-6,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Rubberband,NIST WebBook,10.3474/eabe2f94,0.918,0.765,0.929,0.693,0.837,ACCEPT,
SPEC-00079,Acrylic acid,79-10-7,Acrylic/PSA,FTIR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,SNIP,NIST WebBook,10.9022/47ca662b,0.937,0.713,0.684,0.835,0.81,ACCEPT,
SPEC-00641,Octamethylcyclotetrasiloxane,556-67-2,Silicone,FTIR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,SNIP,NIST WebBook,10.9518/2c2dd0b0,0.764,0.721,0.83,0.904,0.794,ACCEPT,
SPEC-00499,Bisphenol F epoxy,2095-03-6,Epoxy,IR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,Rubberband,Open SPECY,10.4646/fe36739b,0.661,0.906,0.557,0.708,0.711,FLAG,
SPEC-00076,Butyl acrylate,141-32-2,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,ALS,KnowItAll,10.1224/5ed08abd,0.66,0.852,0.91,0.884,0.803,ACCEPT,
SPEC-00933,Hexamethylene diisocyanate,822-06-0,Polyurethane,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,Rubberband,SDBS,10.1179/e596cc37,0.66,0.713,0.794,0.626,0.693,FLAG,
SPEC-00023,Methyl methacrylate,80-62-6,Acrylic/PSA,FTIR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,ALS,SDBS,10.8811/298d9505,0.853,0.817,0.887,0.623,0.805,ACCEPT,
SPEC-00503,Epichlorohydrin,106-89-8,Epoxy,FTIR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,SNIP,PubChem,10.9470/d5da0134,0.921,0.714,0.625,0.718,0.769,ACCEPT,
SPEC-00104,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,ALS,PubChem,10.6277/1d7c5ab5,0.799,0.643,0.871,0.777,0.77,ACCEPT,
SPEC-00821,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,Polynomial (3rd order),SDBS,10.3503/21ae61c0,0.8,0.633,0.958,0.72,0.774,ACCEPT,
SPEC-00213,Methyl acrylate,96-33-3,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,KnowItAll,10.7841/87bd6755,0.795,0.825,0.65,0.658,0.746,FLAG,
SPEC-00371,Polyethylene wax,9002-88-4,Hot-melt,FTIR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,ALS,SDBS,10.5684/bf711741,0.854,0.977,0.87,0.87,0.891,ACCEPT,
SPEC-00507,Bisphenol F epoxy,2095-03-6,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,SNIP,SpectraBase,10.3930/dc15e026,0.969,0.826,0.847,0.66,0.847,ACCEPT,
SPEC-00080,Methyl acrylate,96-33-3,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,Rubberband,SpectraBase,10.4912/73c99f8c,0.843,0.817,0.755,0.729,0.796,ACCEPT,
SPEC-00786,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,Rubberband,SDBS,10.1194/181b023d,0.749,0.739,0.999,0.978,0.842,ACCEPT,
SPEC-00185,Isobutyl methacrylate,97-86-9,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,Rubberband,NIST WebBook,10.1969/0dcefc60,0.817,0.68,0.984,0.728,0.798,ACCEPT,
SPEC-00269,Styrene-butadiene rubber,9003-55-8,Rubber-based,FTIR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,SNIP,Open SPECY,10.9300/84454111,0.856,0.606,0.647,0.969,0.774,ACCEPT,
SPEC-00290,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,SNIP,Open SPECY,10.1829/a061aa5c,0.682,0.939,0.914,0.649,0.786,ACCEPT,
SPEC-00146,Butyl acrylate,141-32-2,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Renishaw inVia,Polynomial (3rd order),SpectraBase,10.1686/14d13534,0.901,0.977,0.567,0.681,0.809,ACCEPT,
SPEC-00110,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,ALS,SDBS,10.1430/a5ee929c,0.933,0.938,0.989,0.927,0.944,ACCEPT,
SPEC-00126,Butyl acrylate,141-32-2,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,Rubberband,NIST WebBook,10.3827/e1c52ffb,0.934,0.935,0.992,0.634,0.886,ACCEPT,
SPEC-00611,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,ALS,SpectraBase,10.8306/f7e23b2f,0.699,0.82,0.689,0.761,0.74,FLAG,
SPEC-00471,Ethylene-vinyl acetate,24937-78-8,Hot-melt,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,Polynomial (3rd order),SpectraBase,10.9747/f6f5bc7b,0.708,0.672,0.731,0.735,0.709,FLAG,
SPEC-00114,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,ALS,NIST WebBook,10.8972/513f784f,0.725,0.805,0.705,0.644,0.725,FLAG,
SPEC-00106,Ethyl acrylate,140-88-5,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,Polynomial (3rd order),KnowItAll,10.7992/ebfd3c5a,0.795,0.931,0.729,0.892,0.835,ACCEPT,
SPEC-00594,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,SNIP,NIST WebBook,10.1022/47ec279d,0.792,0.916,0.717,0.786,0.807,ACCEPT,
SPEC-00654,Vinyltrimethoxysilane,2768-02-7,Silicone,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Polynomial (3rd order),Open SPECY,10.1981/1cf7ed2a,0.978,0.813,0.826,0.908,0.892,ACCEPT,
SPEC-00024,Butyl acrylate,141-32-2,Acrylic/PSA,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,ALS,SDBS,10.5033/35ee75f7,0.858,0.87,0.656,0.648,0.779,ACCEPT,
SPEC-00793,2-Methoxyethyl cyanoacrylate,27816-23-5,Cyanoacrylate,IR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,ALS,Open SPECY,10.7407/95771fe0,0.674,0.623,0.783,0.669,0.682,FLAG,
SPEC-00148,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,SNIP,Open SPECY,10.6554/55f488fb,0.694,0.747,0.95,0.897,0.799,ACCEPT,
SPEC-00085,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,IR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,SNIP,KnowItAll,10.6873/8a92dad6,0.893,0.961,0.571,0.918,0.851,ACCEPT,
SPEC-00282,Polybutadiene,9003-17-2,Rubber-based,IR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,SNIP,PubChem,10.9280/98a4a68a,0.895,0.749,0.989,0.634,0.825,ACCEPT,
SPEC-00816,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,Polynomial (3rd order),SpectraBase,10.4644/77f7886d,0.735,0.816,0.958,0.866,0.826,ACCEPT,
SPEC-00909,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,ALS,SpectraBase,10.2137/e0e77a4e,0.759,0.954,0.918,0.875,0.863,ACCEPT,
SPEC-00792,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,IR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,Rubberband,PubChem,10.7322/ab7d8b41,0.661,0.876,0.77,0.675,0.739,FLAG,
SPEC-00388,Hydrogenated rosin,65997-06-0,Hot-melt,FTIR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,Polynomial (3rd order),KnowItAll,10.3360/2e7b13f0,0.727,0.899,0.909,0.94,0.849,ACCEPT,
SPEC-00744,Aminopropyltriethoxysilane,919-30-2,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",WITec alpha300,Rubberband,PubChem,10.5409/bb0264bb,0.673,0.612,0.835,0.965,0.749,FLAG,
SPEC-00252,Polybutadiene,9003-17-2,Rubber-based,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,Polynomial (3rd order),PubChem,10.4882/56d3a9cc,0.742,0.945,0.589,0.946,0.803,ACCEPT,
SPEC-00549,Triglycidyl isocyanurate,2451-62-9,Epoxy,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,ALS,KnowItAll,10.5738/a2fdb2c7,0.829,0.788,0.88,0.768,0.817,ACCEPT,
SPEC-00199,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,SNIP,Open SPECY,10.7135/98d1d113,0.919,0.906,0.99,0.858,0.918,ACCEPT,
SPEC-00305,Polyisoprene,9003-31-0,Rubber-based,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,ALS,NIST WebBook,10.6500/dc0f80f7,0.994,0.667,0.948,0.635,0.831,ACCEPT,
SPEC-00228,Polyisoprene,9003-31-0,Rubber-based,IR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,ALS,Open SPECY,10.8353/22919bba,0.806,0.905,0.596,0.635,0.755,ACCEPT,
SPEC-00669,Phenyltrimethoxysilane,2996-92-1,Silicone,IR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,SNIP,SDBS,10.7722/b3a5f2a2,0.9,0.907,0.842,0.652,0.841,ACCEPT,
SPEC-00246,Polyisoprene,9003-31-0,Rubber-based,IR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,SNIP,SDBS,10.3258/fd46ce70,0.691,0.749,0.614,0.755,0.703,FLAG,
SPEC-00192,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,Polynomial (3rd order),KnowItAll,10.2923/654c05b6,0.706,0.874,0.965,0.955,0.85,ACCEPT,
SPEC-00367,Ethylene-vinyl acetate,24937-78-8,Hot-melt,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,Rubberband,Open SPECY,10.9328/a76502f7,0.836,0.619,0.971,0.936,0.829,ACCEPT,
SPEC-00797,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,SNIP,KnowItAll,10.7407/88bd06dc,0.876,0.968,0.706,0.937,0.877,ACCEPT,
SPEC-00905,Hexamethylene diisocyanate,822-06-0,Polyurethane,FTIR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,Polynomial (3rd order),SpectraBase,10.5582/585d637a,0.764,0.623,0.917,0.93,0.793,ACCEPT,
SPEC-00465,Polyamide resin,63428-84-2,Hot-melt,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",WITec alpha300,Rubberband,SDBS,10.2092/fa92191f,0.865,0.729,0.838,0.644,0.781,ACCEPT,
SPEC-00134,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,Polynomial (3rd order),SpectraBase,10.9749/96353dc9,0.989,0.844,0.889,0.914,0.918,ACCEPT,
SPEC-00752,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,SNIP,KnowItAll,10.7166/83fa3648,0.661,0.933,0.852,0.869,0.809,ACCEPT,
SPEC-00761,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,IR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,Polynomial (3rd order),Open SPECY,10.1393/fd73a758,0.765,0.625,0.831,0.611,0.712,FLAG,
SPEC-00026,Methyl methacrylate,80-62-6,Acrylic/PSA,FTIR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,Rubberband,SpectraBase,10.9288/6b2e1d88,0.81,0.999,0.998,0.629,0.859,ACCEPT,
SPEC-00392,Polyamide resin,63428-84-2,Hot-melt,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Polynomial (3rd order),NIST WebBook,10.4842/f8b51e29,0.904,0.795,0.699,0.651,0.785,ACCEPT,
SPEC-00825,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Thermo DXR3,SNIP,NIST WebBook,10.7032/8b3736e1,0.92,0.901,0.707,0.884,0.865,ACCEPT,
SPEC-00081,Methyl acrylate,96-33-3,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,ALS,NIST WebBook,10.3492/c116bb81,0.911,0.882,0.915,0.754,0.873,ACCEPT,
SPEC-00557,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,Polynomial (3rd order),KnowItAll,10.6488/645e7e18,0.774,0.938,0.825,0.861,0.843,ACCEPT,
SPEC-00725,Vinyltrimethoxysilane,2768-02-7,Silicone,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,ALS,Open SPECY,10.9514/5b02a547,0.883,0.926,0.808,0.656,0.833,ACCEPT,
SPEC-00633,Methyltrimethoxysilane,1185-55-3,Silicone,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Rubberband,SpectraBase,10.8203/7cb405ab,0.972,0.941,0.764,0.879,0.904,ACCEPT,
SPEC-00029,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Polynomial (3rd order),KnowItAll,10.1722/7534aae2,0.738,0.963,0.573,0.854,0.784,ACCEPT,
SPEC-00157,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,Rubberband,NIST WebBook,10.3852/2084bc52,0.962,0.941,0.87,0.971,0.94,ACCEPT,
SPEC-00608,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"23C, dry air",WITec alpha300,ALS,SDBS,10.3663/a99ec1fe,0.662,0.727,0.705,0.749,0.704,FLAG,
SPEC-00644,Vinyltrimethoxysilane,2768-02-7,Silicone,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,SNIP,NIST WebBook,10.9837/902198ee,0.901,0.795,0.599,0.87,0.808,ACCEPT,
SPEC-00012,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,Polynomial (3rd order),SDBS,10.3927/9843834a,0.705,0.601,0.875,0.888,0.75,ACCEPT,
SPEC-00856,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",WITec alpha300,ALS,Open SPECY,10.3756/e427741b,0.887,0.995,0.616,0.98,0.878,ACCEPT,
SPEC-00835,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,SNIP,PubChem,10.4458/77ebf353,0.913,0.603,0.812,0.995,0.832,ACCEPT,
SPEC-00787,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,Polynomial (3rd order),SDBS,10.8679/ba0d6e66,0.903,0.684,0.655,0.835,0.785,ACCEPT,
SPEC-00096,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,SNIP,SpectraBase,10.9807/5f723ea7,0.666,0.615,0.998,0.646,0.716,FLAG,
SPEC-00209,Butyl acrylate,141-32-2,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Rubberband,SDBS,10.1647/ba3019b3,0.837,0.932,0.573,0.751,0.791,ACCEPT,
SPEC-00331,Polybutadiene,9003-17-2,Rubber-based,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Polynomial (3rd order),Open SPECY,10.2676/9ee1defb,0.738,0.787,0.855,0.93,0.812,ACCEPT,
